title,link,like,angry
삼성벨트 영향권 천안 부동산시장 활기…‘백석 하우스토리 N-CITY’ 관심,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004254055,0,0
[MK 추천매물] 동대문구 수익형 단지 내 상가 23억원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004029658,0,1
"강남구 ‘삼성힐스테이트2단지’, 영동대로 복합개발 수혜단지로 주목",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003974121,2,1
"9호선 언주역 역세권, 강남구 논현동 빌딩 수요 `꾸준`",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004072462,0,0
"""'정시확대' 여파 대치동 몸값만 올렸다""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003979942,0,0
[MK 추천매물] 용인 구성지구 중심상권 상가건물 52억원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003844732,0,0
[MK 추천매물] 구리 갈매지구 상업용지 44억원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004088315,0,1
[MK 추천매물] 강남구 역세권 투자용 병원빌딩 370억원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0003713033,382,0
[서울 핵심상권 빈 점포 급증] 홍대 골목상가 월세 못내는 곳 늘어…압구정엔...,https://search.naver.com/p/crd/rd?m=1&px=390&py=1483&sx=390&sy=712&p=UCvTFwp0J1ZssK6oaO4ssssssk4-506809&q=%EA%B0%95%EB%82%A8%EA%B5%AC%26%EC%83%81%EA%B6%8C%26%EB%B6%80%EB%8F%99%EC%82%B0&ie=utf8&rev=1&ssc=tab.news.all&f=news&w=news&s=KfdiWz2UvILGv%2BsCe%2FpJQA%3D%3D&time=1581307643576&bt=32&a=nws*e.nav&r=15&i=88000107_000000000000000003713033&u=https%3A%2F%2Fnews.naver.com%2Fmain%2Fread.nhn%3Fmode%3DLSD%26mid%3Dsec%26sid1%3D101%26oid%3D015%26aid%3D0003713033,382,0
"[김학렬의 All that 부동산 52회] 뉴타운, 새로운 강남을 강북에 만드는 사업",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0003709850,0,0
28억→230억…서장훈의 빌딩투자 비결,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=008&aid=0004324424,91,522
[MK 추천매물] 강남구 신사동 역세권 다용도 건물 40억원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004020069,0,1
"[김학렬의 올댓 부동산] 광교, 김포, 파주…2기 신도시 투자법!",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0003497859,21,0
정시 확대로 북적이는 대치동 학원가…월 매출 3598만원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0004531394,0,0
[MK 추천매물] 파주 운정신도시 상가건물 48억원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003769020,0,0
"[단독][fn마켓워치]아모레퍼시픽그룹, 1000억대 논현동 성암빌딩 판다",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004325925,1,5
"추진위 설립한 강남구 ‘영동한양1차’, 12억원대 거래",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004014699,0,0
"[차이나머니] 中부동산쇼핑, 제주서 서울로 올라왔다",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003783354,1,0
"자사고·특목고 폐지, 대치동 대입학원 월 매출 3388만원",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=016&aid=0001610841,1,0
[스타 ★ 빌딩투자 열전] 비싸도 메인 상권에 투자하는 데는 `이유`가 있다,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004191852,0,0
[MK 추천매물] 용산구 이태원역 중심상권 빌딩 135억원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004038242,0,0
[MK추천매물] 강남구 신사역 대로변 근생빌딩 155억원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004063685,0,0
[한경매물마당] 강남구 역세권 신축용 부지 등 6건,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0003779447,0,0
[MK 추천매물] 동탄신도시 사거리 마트 건물 60억원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003692871,0,0
[김학렬의 올댓 부동산] 수익형 부동산의 대표주자 오피스텔 투자법!,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0003508464,3,0
거래량 급증하는 인천 상가 시장! 청라국제도시 수변 상가 ‘리버사이드 크루...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0003666801,0,0
강남구청역 사거리 인근 중소형 빌딩 실거래 사례 및 추천매물,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0003835421,0,0
[한경매물마당] 강남구 더블역세권 근생 빌딩 등 7건,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0003758392,0,0
"서울 상권 임대료 ㎡당 3.37만원… 강남역·신사동 하락, 삼성역은 상승",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=417&aid=0000276148,1,0
"커피전문점, 작년 1만4000개 생기고 9000개 문 닫아",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=032&aid=0002973186,0,0
3분기 강남역 ‘중대형상가 수익률’ 1.88%로 서울 1위,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=029&aid=0002568165,0,0
[MK 추천매물] 강남구 상업지역 신축 용지 650억원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004008993,0,0
"수익형 부동산 알짜 투자지역으로 떠오른 평택, SRT지제역&평택역 더블 역세권",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=029&aid=0002404300,0,0
[한경매물마당] 강남구 역세권 대로변 신축 용지 등 16건,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0003746371,0,0
[재계] 범현대家 순위 엎치락뒤치락,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=053&aid=0000026773,1,2
"교통호재 ‘3승의 법칙’, 식지 않는 ‘역세권’ 프리미엄",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=468&aid=0000599555,0,0
GBC 완공시 122만 근로수요예상 ‘삼성바실리체’ 오피스텔 수혜 기대,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=241&aid=0002988528,0,0
부동산 중개업 수익 증대를 위한 ‘주택임대관리업 창업/겸업 무료설명회’ 개...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=020&aid=0003003550,0,0
[한경 매물마당] 강남구 학동사거리 대로변 명품 빌딩 등 16건,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0003787350,1,0
강남권vs비강남권 상가 분양가 3.3㎡당 1900만원 차이,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=468&aid=0000577897,0,0
"최저금리로 몸값 높아진 수익형부동산, 투자자들 수요 높아진다",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=374&aid=0000114757,1,0
‘보유세 폭탄’… 건물주 임대료 전가땐 영세상인만 곡소리,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=021&aid=0002392505,43,"1,029"
"지난해 커피전문점 창업 1만4천개·폐업 9천개, 10곳 중 1곳 적자···KB 자...",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=032&aid=0002973060,6,44
[MK 추천매물] 강남구 테헤란로 상업지역 빌딩 460억,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003831720,0,0
11.3 부동산 대책으로 수혜받는 양주신도시 로데오 3면 코너상가 ‘대길프라자...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=277&aid=0003873639,0,0
‘직주근접 시대’ 도심·강남·여의도 부동산 강세 전망,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003764979,1,0
차익 큰 한강 vs 청약몰린 학군...승자는,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0003650231,7,4
"강남대로, 3분기 중대형 상가 수익률 1.88% ‘서울 1위’",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0004519683,0,2
2년새 2만개...문닫는 서울 상가,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0003537805,5,55
[MK 추천매물] 강남구 사거리 코너 근생빌딩 103억원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003835870,0,0
[MK 추천매물] 성북구 대학가 중심상권 빌딩 80억원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003724246,0,0
전국 땅값 평균 8.03% 상승…11년만에 최고치,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=366&aid=0000435289,1,26
강남 교육 1번지 대치동 학원…월매출 3598만원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0003593484,4,0
[김학렬의 올댓 부동산] 역세권이라고 해서 무조건 가격이 오르는 것은 아니다...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003720285,0,0
"[실시간 거래]강남구 도곡동 `래미안도곡카운티`, 8.5억 원 전세거래 완료",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=277&aid=0003671244,0,0
[부동산 골든타임] 대기업 업무단지.배후수요 ‘탄탄’,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0004519494,1,3
따로 노는 경매시장…아파트 ‘고공행진’·상가 ‘찬밥신세’,https://search.naver.com/p/crd/rd?m=1&px=424&py=1417&sx=424&sy=712&p=UCvUosp0JXVssBBLeWwssssst90-186831&q=%EA%B0%95%EB%82%A8%EA%B5%AC%26%EC%83%81%EA%B6%8C%26%EB%B6%80%EB%8F%99%EC%82%B0&ie=utf8&rev=1&ssc=tab.news.all&f=news&w=news&s=KfdiWz2UvILGv%2BsCe%2FpJQA%3D%3D&time=1581307901194&bt=32&a=nws*j.nav&r=12&i=880000E7_000000000000000004519494&u=https%3A%2F%2Fnews.naver.com%2Fmain%2Fread.nhn%3Fmode%3DLSD%26mid%3Dsec%26sid1%3D101%26oid%3D018%26aid%3D0004519494,1,3
"[2019 투자포럼] 고준석 ""분양가 상한제도 집값 상승세 못 막아""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=366&aid=0000444868,6,1
강남구청역 사거리 인근 중소형 빌딩 실거래 사례 및 추천매물,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0003753483,0,0
대단지 아파트 인기··· 주목받는 ‘일광신도시 EG the 1’ 2차,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0003645571,0,0
3분기 강남 중대형 상가 수익률 2.3%로 서울에서 가장 높아,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=016&aid=0001604118,0,0
[MK 추천매물] 구미 중심상권 상업용 빌딩 340억원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003792218,1,0
"리테일 리츠 인기, 오피스 리츠로 옮아갈까…가치재평가 진행",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=468&aid=0000590195,0,0
정시 확대 방침에 학원가 북적…대치동 대입학원만 445곳,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004476630,0,0
[MK 추천매물] 강남구 압구정역세권 1층 상가 20억원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003727669,0,0
기준금리 1.25% 지속… 투자자들 수익형 부동산으로 몰릴 전망,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=081&aid=0002767029,0,0
[MK 추천매물] 강남구 압구정역세권 1층 상가 20억원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003712204,0,0
"늘어난 수익형 부동산투자, 관리는? 스마트하우스 인천 간석오거리점이 답이다",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003731035,0,0
안산 상록수역 주택임대관리 전문가 이기용 대표도 부동산 종합 서비스에 도전...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003726123,0,0
"서울, 개별공시지가 12.35% 상승 ‘12년 만에 최대폭’…가장 비싼 땅은?",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=020&aid=0003220429,4,267
"천안 불당지구 상권, 천안의 중심상권으로 거듭나다...지웰시티몰 관심 높아져",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=029&aid=0002327950,0,0
늘어난 상가 '임대문의' 현수막…서울 상가 권리금 10% '뚝',https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0010661290,25,78
[부동산 골든타임] 맹모가 반할 학군.역세권 수익형 부동산,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=277&aid=0003688039,0,0
[MK 추천매물] 강남구 역세권 1층 상가 20억원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003745301,0,0
분양시장 스테디셀러 '역세권’ 개통 앞둔 지역 '빌리브 파비오 더 까사' 주목,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=311&aid=0001087080,0,0
[부동산 골든타임] 신분당선 연장선 개통 D-5…수혜 지역은?,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=277&aid=0003674459,0,0
사람이 모이는 곳에 좋은 상권이 형성된다...천안 불당지구 '지웰시티몰' 2차...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=215&aid=0000439686,0,0
"'부동산 재벌' 무역협회…""못 올리면 나가라"", 갑의 횡포",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=008&aid=0003717651,7,0
“공공기관 내려 보냈는데”…서울로 이주 12년래 최대,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=215&aid=0000816420,9,121
"[현장] 삼성동 GBC 건축 조심스러운 기대...""이미 가격반영 됐다지만 호재""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=119&aid=0002367241,12,4
추석 이후 가을 분양 큰 장… 전국 4만6700가구 쏟아진다,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=020&aid=0003239516,0,1
[한경 매물마당] 동탄2신도시 중심상권 독점 약국 상가 등 15건,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0003581094,0,0
"우리은행, 25일 중소형 빌딩 투자 세미나 개최",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=023&aid=0003491099,0,0
눕방으로 날았다,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003827334,1,0
[MK 추천매물] 고양시 중심상권 코너 신축 용지 135억원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=119&aid=0002370063,2,0
"반도건설, 동탄역 카림애비뉴2차 ""아이비라운지 문화대중화 앞장""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003701877,0,0
[MK 추천매물] 오산시 중심상권 상가건물 26억원,https://search.naver.com/p/crd/rd?m=1&px=307&py=1290&sx=307&sy=712&p=UCvhgsp0JXVssBvbcK0sssssseZ-433178&q=%EA%B0%95%EB%82%A8%EA%B5%AC%26%EC%83%81%EA%B6%8C%26%EB%B6%80%EB%8F%99%EC%82%B0&ie=utf8&rev=1&ssc=tab.news.all&f=news&w=news&s=KfdiWz2UvILGv%2BsCe%2FpJQA%3D%3D&time=1581308062175&bt=32&a=nws*e.nav&r=11&i=880000BC_000000000000000003701877&u=https%3A%2F%2Fnews.naver.com%2Fmain%2Fread.nhn%3Fmode%3DLSD%26mid%3Dsec%26sid1%3D101%26oid%3D009%26aid%3D0003701877,0,0
[부동산 단신] ‘e편한세상 홍제 가든플라츠’ 347가구 일반분양 외,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=022&aid=0003421749,0,0
"[현장] 이상우 대표 ""내년 서울 집값, 떨어질 이유 없어""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=031&aid=0000517868,21,35
개통 앞둔 철도노선이 개통된 노선보다 가치 있는 이유,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=016&aid=0001610267,0,1
[부동산 골든타임]전세난.공급과잉 속에서도 주목받는 투자 지역,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=277&aid=0003660875,0,0
테헤란로 노른자위 상가 15개 147억에 나왔다,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=016&aid=0001526487,0,0
전국 개별공시지가 8.03% 상승,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=081&aid=0002822449,0,0
투자가치 돋보이는 강남구 대치동 프리미엄 메디컬센터 상가 ‘마감임박’,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=028&aid=0002442829,8,0
"상위 0.4% 땅 ‘핀셋 인상’…명동 금싸라기 땅, 공시지가 2배로",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003703250,0,0
"[실시간 거래]강남구 압구정동 신현대(현대9,11,12차)아파트, 전용 182.95㎡ ...",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=005&aid=0001220799,0,0
"“서울 편의점 수, 강남이 노원 4배”…최소 지역은 도봉",https://search.naver.com/p/crd/rd?m=1&px=307&py=1481&sx=307&sy=712&p=UCvhNdp0YiRssuI9drdsssssspK-505840&q=%EA%B0%95%EB%82%A8%EA%B5%AC%26%EC%83%81%EA%B6%8C%26%EB%B6%80%EB%8F%99%EC%82%B0&ie=utf8&rev=1&ssc=tab.news.all&f=news&w=news&s=KfdiWz2UvILGv%2BsCe%2FpJQA%3D%3D&time=1581308115707&bt=32&a=nws*a.nav&r=14&i=8800006F_000000000000000001220799&u=https%3A%2F%2Fnews.naver.com%2Fmain%2Fread.nhn%3Fmode%3DLSD%26mid%3Dsec%26sid1%3D101%26oid%3D005%26aid%3D0001220799,0,0
"[실시간 거래]강남구의 중심 `삼성동 한솔아파트`, 전용면적 85㎡ 매매 8.5억...",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&oid=009&aid=0003672860,0,0
[MK 빌딩] 홍대 중심상권 임대수익형 빌딩 100억원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003716454,0,0
‘e편한세상 홍제 가든플라츠’ 12월 분양 예정,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004255327,0,1
뉴타운發 호재에 신안산선 착공 겹쳐 가격 탄력,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=004&oid=009&aid=0004475292,15,0
정시확대·불수능···학군 지역 찾는 맹부맹모,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0003656506,0,0
"강남 빌딩매매 상권의 변화, 가로수길의 과거와 현재",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=417&aid=0000339948,56,0
"땅값, 서울의 상승폭 작년 2배… 울산 동구만 하락",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=023&aid=0003450389,11,97
‘공시지가 현실화’에 명동 네이처리퍼블릭 땅값 1년 새 2배 ‘껑충’,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=028&aid=0002442754,5,3
"서울 개별공시지가, 전년比 12.35%↑ …중구 20.49%로 1위",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004236860,0,4
"화성산업, 숲·상권 인접 `영종하늘도시 화성파크드림` 분양",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003969601,0,0
개별공시지가 전국평균 8.03%↑..서울은 12.35%로 2배 뛰어,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004236837,0,1
다시 '도산공원'...명품·패션업계 몰리는 까닭은,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=366&aid=0000435656,0,0
5억 이하로 가능한 꼬마빌딩·상가 투자 성공법은?,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=023&aid=0003480007,3,0
[부동산 골든타임] 베이비부머+소형주택 인기…주거 변화 담은 투자처,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=277&aid=0003664843,0,0
추석 이후 가을분양 개막…전국 4만6700가구 분양,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=119&aid=0002351871,0,2
"100대1은 기본, 포스코 ‘더샵’ 신길 뉴타운 최고 단지 조성",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=421&aid=0004313162,1,0
"부동산 시장 내 역세권 아파트, 편리한 교통여건으로 실수요자 선호도↑",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=081&aid=0002780413,0,0
"원빈-이나영, 삼성동 50억 단독주택에 새 보금자리",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=106&oid=018&aid=0004430345,0,0
"보증금 9억원이하 서울상가, 임대료 年5%이상 못올린다",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004326979,1,3
"대단지, 수변공원 프리미엄···‘수원 하늘채 더퍼스트’ 웃돈 얼마나?",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0003661412,3,0
[Real Estate] 대형 개발 호재 한가득 강남구 ‘삼성동’-‘한국판 라데팡스(...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=024&aid=0000052904,3,0
서울 2019년 개별공시지가 12.35% 상승…전년 대비 두배,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0010856919,0,0
상반기 서울 단독주택 실거래 평균 매매가 9억3492만원,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=366&aid=0000412443,0,0
표준지 공시지가도 10%가량 오른다…상권 '젠트리피케이션' 우려,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=011&aid=0003537810,27,275
"[자영업 침체...문닫는 서울 상가] 강남서만 2년새 1,800개 사라져...텅빈 점...",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=018&aid=0004231600,0,0
3Q 국내 상업용부동산 거래규모 2.8조원…전년비 65%↑,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=106&oid=241&aid=0002943624,0,0
"[이슈IS] ""탈세의혹까지…"" 건물주 빅뱅 대성 둘러싼 진실 혹은 거짓",https://search.naver.com/p/crd/rd?m=1&px=319&py=1571&sx=319&sy=712&p=UCvibsp0Jy0ssD1herhssssssp0-208992&q=%EA%B0%95%EB%82%A8%EA%B5%AC%26%EC%83%81%EA%B6%8C%26%EB%B6%80%EB%8F%99%EC%82%B0&ie=utf8&rev=1&ssc=tab.news.all&f=news&w=news&s=KfdiWz2UvILGv%2BsCe%2FpJQA%3D%3D&time=1581308260994&bt=32&a=nws*e.nav&r=19&i=880002FC_000000000000000002943624&u=https%3A%2F%2Fnews.naver.com%2Fmain%2Fread.nhn%3Fmode%3DLSD%26mid%3Dsec%26sid1%3D106%26oid%3D241%26aid%3D0002943624,0,0
"[이슈IS] ""탈세의혹까지…"" 건물주 빅뱅 대성 둘러싼 진실 혹은 거짓",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=106&oid=241&aid=0002943624,0,0
전국 공시지가 10% 안팎 오른다...서울은 20% 넘을수도,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=029&aid=0002507254,10,71
1.5% 저금리 지속… 오피스텔 등 수익형 부동산 각광,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003742482,0,0
서울 2019년 개별공시지가 12.35% 상승…12년만에 상승폭 최고(종합),https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0010858740,13,133
[부동산 이슈 Briefing] 2019 전국 개별공시지가 발표-서울 12.35% 급등…최고...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=024&aid=0000062566,0,0
"복합환승센터, 교통·쇼핑·업무시설 연결하는 부동산 거미줄",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0003732490,0,0
서울에서 편의점 가장 많은 곳은 어디?,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=022&aid=0003382466,1,1
"원빈·이나영, 삼성동 단독주택에 새둥지…50억~70억대 추정",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=106&oid=016&aid=0001560654,0,0
"표준지 공시지가 9.5%↑…""땅값 상승에 원주민 쫓길 수도"" 우려",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0010620454,24,172
서울 12.35%·전국 8.03% 올라… 금융위기 이후 최대폭 상승 [서울 공시지가 ...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=014&aid=0004237162,0,2
"원빈·이나영 부부, 삼성동 노후 주택 허물고 새집 지어 이사…“50~70억대 추...",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=106&oid=144&aid=0000622308,0,0
"에이치닥, 블록체인 출사표…汎현대家부터 시작",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=092&aid=0002158000,5,0
개발 막혔던 미관지구 53년 만에 폐지…압구정路 층수제한 완화된다,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004080344,5,0
[부동산톡톡] 투자자들 이목 끄는 ‘강남 한복판’ 프리미엄 브랜드 상가,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=081&aid=0002726415,0,0
빅데이터로 공실에 숨 불어넣는 ‘팝업스토어 기획자’,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=020&aid=0003219483,4,1
성수기 맞은 ‘서울 역세권 오피스텔’…분양 경쟁 가열,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=119&aid=0002351861,0,1
